assertion_text,claim_ids,support_status,support_type,classification,source_ids,review_required,notes,assertion_type,assertion_id,content_id,text_section
AID administered development assistance.,CLM-USAIDCIA-P01-015|CLM-USAIDCIA-P01-016|CLM-USAIDCIA-P01-017|CLM-USAIDCIA-P01-024,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-X-POST-005-01,WRR-USAIDCIA-P01-X-POST-005,BODY
Yet the committee recommended that AID coordinate and lead all police-assistance programs under State policy guidance.,CLM-USAIDCIA-P01-015|CLM-USAIDCIA-P01-017|CLM-USAIDCIA-P01-016,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-X-POST-005-02,WRR-USAIDCIA-P01-X-POST-005,BODY
Follow the series—not the slogan.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-X-POST-005-04,WRR-USAIDCIA-P01-X-POST-005,CTA
John F. Kennedy did not describe police assistance as an ordinary development program.,CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-002|CLM-USAIDCIA-P01-003|CLM-USAIDCIA-P01-004,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-X-THREAD-001-01,WRR-USAIDCIA-P01-X-THREAD-001,BODY
"NSAM 132 was dated February 19, 1962.",CLM-USAIDCIA-P01-001,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-X-THREAD-001-02,WRR-USAIDCIA-P01-X-THREAD-001,BODY
Kennedy described police assistance as crucial to countering Communist indirect aggression.,CLM-USAIDCIA-P01-002,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-X-THREAD-001-03,WRR-USAIDCIA-P01-X-THREAD-001,BODY
Kennedy said police programs could appear marginal under economic-development criteria.,CLM-USAIDCIA-P01-003,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-X-THREAD-001-04,WRR-USAIDCIA-P01-X-THREAD-001,BODY
Kennedy warned that police programs could be neglected because they were a small part of AID.,CLM-USAIDCIA-P01-004,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-X-THREAD-001-05,WRR-USAIDCIA-P01-X-THREAD-001,BODY
Kennedy asked AID to review support for local police forces used for internal security and counterinsurgency.,CLM-USAIDCIA-P01-005,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-X-THREAD-001-06,WRR-USAIDCIA-P01-X-THREAD-001,BODY
The careful conclusion: an overt AID center inside an interagency internal-security project—not proof that AID and CIA were identical.,CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-002|CLM-USAIDCIA-P01-003|CLM-USAIDCIA-P01-004,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2,YES,Synthetic language mapped to underlying claims.,RELATIONSHIP,AST-WRR-USAIDCIA-P01-X-THREAD-001-07,WRR-USAIDCIA-P01-X-THREAD-001,BODY
The documents are linked in Part 1.,CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-002|CLM-USAIDCIA-P01-003|CLM-USAIDCIA-P01-004,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-X-THREAD-001-08,WRR-USAIDCIA-P01-X-THREAD-001,CTA
"Follow four decisions across 1962, and a police system takes shape in plain sight.",CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-006|CLM-USAIDCIA-P01-010,PARTIALLY_SUPPORTED,DIRECT,DOCUMENTED_FACT,2|3|4,YES,Sentence-level deterministic evidence mapping.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-X-IMAGE-001-01,WRR-USAIDCIA-P01-X-IMAGE-001,BODY
"NSAM 132 was dated February 19, 1962.",CLM-USAIDCIA-P01-001,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-X-IMAGE-001-02,WRR-USAIDCIA-P01-X-IMAGE-001,BODY
"NSAM 162 was dated June 19, 1962.",CLM-USAIDCIA-P01-006,SUPPORTED,DIRECT,DOCUMENTED_FACT,3,NO,Sentence-level deterministic evidence mapping.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-X-IMAGE-001-03,WRR-USAIDCIA-P01-X-IMAGE-001,BODY
The documents are linked in Part 1.,CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-006|CLM-USAIDCIA-P01-010,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|3|4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-X-IMAGE-001-04,WRR-USAIDCIA-P01-X-IMAGE-001,CTA
Why was a civilian aid agency being assigned a central role in overseas police assistance?,CLM-USAIDCIA-P01-002|CLM-USAIDCIA-P01-005|CLM-USAIDCIA-P01-007,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|3,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-X-IMAGE-002-01,WRR-USAIDCIA-P01-X-IMAGE-002,BODY
Kennedy described police assistance as crucial to countering Communist indirect aggression.,CLM-USAIDCIA-P01-002,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-X-IMAGE-002-02,WRR-USAIDCIA-P01-X-IMAGE-002,BODY
Follow the series—not the slogan.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-X-IMAGE-002-04,WRR-USAIDCIA-P01-X-IMAGE-002,CTA
The committee reported that FY1958 AID police programs in 21 countries cost about $14 million.,CLM-USAIDCIA-P01-012,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,NUMERIC,AST-WRR-USAIDCIA-P01-X-IMAGE-003-01,WRR-USAIDCIA-P01-X-IMAGE-003,BODY
The committee reported that FY1958 Defense police programs cost $5.8 million in five countries.,CLM-USAIDCIA-P01-013,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,NUMERIC,AST-WRR-USAIDCIA-P01-X-IMAGE-003-02,WRR-USAIDCIA-P01-X-IMAGE-003,BODY
Read the memo before drawing the conclusion.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-X-IMAGE-003-04,WRR-USAIDCIA-P01-X-IMAGE-003,CTA
"The important connection was administrative, explicit and interagency.",CLM-USAIDCIA-P01-007|CLM-USAIDCIA-P01-008|CLM-USAIDCIA-P01-009,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,3,YES,Synthetic language mapped to underlying claims.,RELATIONSHIP,AST-WRR-USAIDCIA-P01-SUB-NOTE-001-01,WRR-USAIDCIA-P01-SUB-NOTE-001,BODY
"NSAM 162 called for country plans combining military, police, intelligence and psychological measures.",CLM-USAIDCIA-P01-007,SUPPORTED,DIRECT,DOCUMENTED_FACT,3,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-001-02,WRR-USAIDCIA-P01-SUB-NOTE-001,BODY
NSAM 162 directed CIA and AID to maintain personnel with paramilitary skills for crisis areas.,CLM-USAIDCIA-P01-008,SUPPORTED,DIRECT,DOCUMENTED_FACT,3,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-001-03,WRR-USAIDCIA-P01-SUB-NOTE-001,BODY
NSAM 162 directed CIA to expand training and support for indigenous intelligence organizations.,CLM-USAIDCIA-P01-009,SUPPORTED,DIRECT,DOCUMENTED_FACT,3,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-001-04,WRR-USAIDCIA-P01-SUB-NOTE-001,BODY
The interesting question is not whether the memo exists.,CLM-USAIDCIA-P01-007|CLM-USAIDCIA-P01-008|CLM-USAIDCIA-P01-009,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,3,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-SUB-NOTE-001-05,WRR-USAIDCIA-P01-SUB-NOTE-001,BODY
It is why this mission was placed inside the aid system—and where policymakers drew the covert boundary.,CLM-USAIDCIA-P01-007|CLM-USAIDCIA-P01-008|CLM-USAIDCIA-P01-009,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,3,YES,Synthetic language mapped to underlying claims.,RELATIONSHIP,AST-WRR-USAIDCIA-P01-SUB-NOTE-001-06,WRR-USAIDCIA-P01-SUB-NOTE-001,BODY
How would you read this bureaucratic boundary?,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-SUB-NOTE-001-07,WRR-USAIDCIA-P01-SUB-NOTE-001,CTA
The ordinary explanation is reasonable: stable civilian policing could support development.,CLM-USAIDCIA-P01-003|CLM-USAIDCIA-P01-004|CLM-USAIDCIA-P01-010,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-SUB-NOTE-002-01,WRR-USAIDCIA-P01-SUB-NOTE-002,BODY
The record adds another purpose.,CLM-USAIDCIA-P01-003|CLM-USAIDCIA-P01-004|CLM-USAIDCIA-P01-010,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-SUB-NOTE-002-02,WRR-USAIDCIA-P01-SUB-NOTE-002,BODY
Kennedy said police programs could appear marginal under economic-development criteria.,CLM-USAIDCIA-P01-003,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-002-03,WRR-USAIDCIA-P01-SUB-NOTE-002,BODY
Kennedy warned that police programs could be neglected because they were a small part of AID.,CLM-USAIDCIA-P01-004,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-002-04,WRR-USAIDCIA-P01-SUB-NOTE-002,BODY
"The July 20, 1962 committee called police programs a neglected part of countering subversion and insurgency.",CLM-USAIDCIA-P01-010,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-002-05,WRR-USAIDCIA-P01-SUB-NOTE-002,BODY
The interesting question is not whether the memo exists.,CLM-USAIDCIA-P01-003|CLM-USAIDCIA-P01-004|CLM-USAIDCIA-P01-010,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-SUB-NOTE-002-06,WRR-USAIDCIA-P01-SUB-NOTE-002,BODY
It is why this mission was placed inside the aid system—and where policymakers drew the covert boundary.,CLM-USAIDCIA-P01-003|CLM-USAIDCIA-P01-004|CLM-USAIDCIA-P01-010,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|4,YES,Synthetic language mapped to underlying claims.,RELATIONSHIP,AST-WRR-USAIDCIA-P01-SUB-NOTE-002-07,WRR-USAIDCIA-P01-SUB-NOTE-002,BODY
Open the memo and read the assignment in context.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-SUB-NOTE-002-08,WRR-USAIDCIA-P01-SUB-NOTE-002,CTA
The founding directive acknowledged “covert aspects” without mapping them.,CLM-USAIDCIA-P01-008|CLM-USAIDCIA-P01-016|CLM-USAIDCIA-P01-017,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,3|4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-SUB-NOTE-003-01,WRR-USAIDCIA-P01-SUB-NOTE-003,BODY
"That is a question, not a verdict.",,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-SUB-NOTE-003-02,WRR-USAIDCIA-P01-SUB-NOTE-003,BODY
NSAM 162 directed CIA and AID to maintain personnel with paramilitary skills for crisis areas.,CLM-USAIDCIA-P01-008,SUPPORTED,DIRECT,DOCUMENTED_FACT,3,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-003-03,WRR-USAIDCIA-P01-SUB-NOTE-003,BODY
The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,CLM-USAIDCIA-P01-016,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-003-04,WRR-USAIDCIA-P01-SUB-NOTE-003,BODY
The committee recommended a dedicated AID police office.,CLM-USAIDCIA-P01-017,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-003-05,WRR-USAIDCIA-P01-SUB-NOTE-003,BODY
The interesting question is not whether the memo exists.,CLM-USAIDCIA-P01-008|CLM-USAIDCIA-P01-016|CLM-USAIDCIA-P01-017,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,3|4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-SUB-NOTE-003-06,WRR-USAIDCIA-P01-SUB-NOTE-003,BODY
It is why this mission was placed inside the aid system—and where policymakers drew the covert boundary.,CLM-USAIDCIA-P01-008|CLM-USAIDCIA-P01-016|CLM-USAIDCIA-P01-017,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,3|4,YES,Synthetic language mapped to underlying claims.,RELATIONSHIP,AST-WRR-USAIDCIA-P01-SUB-NOTE-003-07,WRR-USAIDCIA-P01-SUB-NOTE-003,BODY
The next installment tests the carve-out against operational files.,CLM-USAIDCIA-P01-008|CLM-USAIDCIA-P01-016|CLM-USAIDCIA-P01-017,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,3|4,YES,Synthetic language mapped to underlying claims.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-SUB-NOTE-003-08,WRR-USAIDCIA-P01-SUB-NOTE-003,CTA
"Before the Office of Public Safety had a name, a committee had already designed its job.",CLM-USAIDCIA-P01-004|CLM-USAIDCIA-P01-015|CLM-USAIDCIA-P01-017,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|4,YES,Synthetic language mapped to underlying claims.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-SUB-NOTE-004-01,WRR-USAIDCIA-P01-SUB-NOTE-004,BODY
Kennedy warned that police programs could be neglected because they were a small part of AID.,CLM-USAIDCIA-P01-004,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-004-02,WRR-USAIDCIA-P01-SUB-NOTE-004,BODY
The committee recommended that AID coordinate and lead all police-assistance programs under State policy guidance.,CLM-USAIDCIA-P01-015,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-004-03,WRR-USAIDCIA-P01-SUB-NOTE-004,BODY
The committee recommended a dedicated AID police office.,CLM-USAIDCIA-P01-017,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-SUB-NOTE-004-04,WRR-USAIDCIA-P01-SUB-NOTE-004,BODY
The interesting question is not whether the memo exists.,CLM-USAIDCIA-P01-004|CLM-USAIDCIA-P01-015|CLM-USAIDCIA-P01-017,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-SUB-NOTE-004-05,WRR-USAIDCIA-P01-SUB-NOTE-004,BODY
It is why this mission was placed inside the aid system—and where policymakers drew the covert boundary.,CLM-USAIDCIA-P01-004|CLM-USAIDCIA-P01-015|CLM-USAIDCIA-P01-017,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|4,YES,Synthetic language mapped to underlying claims.,RELATIONSHIP,AST-WRR-USAIDCIA-P01-SUB-NOTE-004-06,WRR-USAIDCIA-P01-SUB-NOTE-004,BODY
Open the July 1962 police-assistance memorandum and one bureaucratic sentence changes the story: The committee recommended a dedicated AID police office.,CLM-USAIDCIA-P01-017|CLM-USAIDCIA-P01-018,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-YT-SHORT-001-01,WRR-USAIDCIA-P01-YT-SHORT-001,BODY
The proposed police office would research techniques for controlling subversion and mass violence.,CLM-USAIDCIA-P01-018,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-YT-SHORT-001-02,WRR-USAIDCIA-P01-YT-SHORT-001,BODY
Read Part 1 and examine the records yourself.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-YT-SHORT-001-03,WRR-USAIDCIA-P01-YT-SHORT-001,BODY
The full source trail is in Part 1.,CLM-USAIDCIA-P01-017|CLM-USAIDCIA-P01-018,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-YT-SHORT-001-04,WRR-USAIDCIA-P01-YT-SHORT-001,CTA
AID administered development assistance.,CLM-USAIDCIA-P01-015|CLM-USAIDCIA-P01-016,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-YT-SHORT-002-01,WRR-USAIDCIA-P01-YT-SHORT-002,BODY
Yet the committee recommended that AID coordinate and lead all police-assistance programs under State policy guidance.,CLM-USAIDCIA-P01-015|CLM-USAIDCIA-P01-016,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-YT-SHORT-002-02,WRR-USAIDCIA-P01-YT-SHORT-002,BODY
The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,CLM-USAIDCIA-P01-016,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-YT-SHORT-002-03,WRR-USAIDCIA-P01-YT-SHORT-002,BODY
Read Part 1 and examine the records yourself.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-YT-SHORT-002-04,WRR-USAIDCIA-P01-YT-SHORT-002,BODY
Examine the linked records yourself.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-YT-SHORT-002-05,WRR-USAIDCIA-P01-YT-SHORT-002,CTA
John F. Kennedy did not describe police assistance as an ordinary development program.,CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-002,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-YT-SHORT-003-01,WRR-USAIDCIA-P01-YT-SHORT-003,BODY
"NSAM 132 was dated February 19, 1962.",CLM-USAIDCIA-P01-001,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-YT-SHORT-003-02,WRR-USAIDCIA-P01-YT-SHORT-003,BODY
Kennedy described police assistance as crucial to countering Communist indirect aggression.,CLM-USAIDCIA-P01-002,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-YT-SHORT-003-03,WRR-USAIDCIA-P01-YT-SHORT-003,BODY
Read Part 1 and examine the records yourself.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-YT-SHORT-003-04,WRR-USAIDCIA-P01-YT-SHORT-003,BODY
Subscribe for the next document in the sequence.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-YT-SHORT-003-05,WRR-USAIDCIA-P01-YT-SHORT-003,CTA
I went back to the 1962 records behind the early U.S. foreign-police program.,CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-006|CLM-USAIDCIA-P01-010|CLM-USAIDCIA-P01-016,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|3|4,YES,Synthetic language mapped to underlying claims.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-RD-POST-001-13,WRR-USAIDCIA-P01-RD-POST-001,BODY
"Follow four decisions across 1962, and a police system takes shape in plain sight.",CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-006|CLM-USAIDCIA-P01-010|CLM-USAIDCIA-P01-016,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|3|4,YES,Synthetic language mapped to underlying claims.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-RD-POST-001-03,WRR-USAIDCIA-P01-RD-POST-001,BODY
"NSAM 132 was dated February 19, 1962.",CLM-USAIDCIA-P01-001,SUPPORTED,DIRECT,DOCUMENTED_FACT,2,NO,Sentence-level deterministic evidence mapping.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-RD-POST-001-04,WRR-USAIDCIA-P01-RD-POST-001,BODY
"NSAM 162 was dated June 19, 1962.",CLM-USAIDCIA-P01-006,SUPPORTED,DIRECT,DOCUMENTED_FACT,3,NO,Sentence-level deterministic evidence mapping.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-RD-POST-001-05,WRR-USAIDCIA-P01-RD-POST-001,BODY
"The July 20, 1962 committee called police programs a neglected part of countering subversion and insurgency.",CLM-USAIDCIA-P01-010,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-RD-POST-001-06,WRR-USAIDCIA-P01-RD-POST-001,BODY
The committee assigned AID operating and funding responsibility except for covert aspects and selected Defense programs.,CLM-USAIDCIA-P01-016,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,DIRECT_FACT,AST-WRR-USAIDCIA-P01-RD-POST-001-07,WRR-USAIDCIA-P01-RD-POST-001,BODY
"The committee required AID to report implementation progress by December 1, 1962.",CLM-USAIDCIA-P01-023,SUPPORTED,DIRECT,DOCUMENTED_FACT,4,NO,Sentence-level deterministic evidence mapping.,CHRONOLOGY,AST-WRR-USAIDCIA-P01-RD-POST-001-08,WRR-USAIDCIA-P01-RD-POST-001,BODY
My takeaway is narrower than ‘USAID was the CIA.’,CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-006|CLM-USAIDCIA-P01-010|CLM-USAIDCIA-P01-016,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|3|4,YES,Synthetic language mapped to underlying claims.,COMPARATIVE,AST-WRR-USAIDCIA-P01-RD-POST-001-14,WRR-USAIDCIA-P01-RD-POST-001,BODY
"The documents show an AID-led overt program inside a wider internal-defense structure, with covert aspects explicitly carved out.",CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-006|CLM-USAIDCIA-P01-010|CLM-USAIDCIA-P01-016,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|3|4,YES,Synthetic language mapped to underlying claims.,RELATIONSHIP,AST-WRR-USAIDCIA-P01-RD-POST-001-10,WRR-USAIDCIA-P01-RD-POST-001,BODY
I would be interested in primary records that sharpen or challenge that boundary.,CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-006|CLM-USAIDCIA-P01-010|CLM-USAIDCIA-P01-016,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|3|4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-RD-POST-001-11,WRR-USAIDCIA-P01-RD-POST-001,BODY
Primary records that sharpen or challenge this reading are welcome.,CLM-USAIDCIA-P01-001|CLM-USAIDCIA-P01-006|CLM-USAIDCIA-P01-010|CLM-USAIDCIA-P01-016,INFERENCE_SUPPORTED,INFERENTIAL,STRONG_INFERENCE,2|3|4,YES,Synthetic language mapped to underlying claims.,SYNTHESIS,AST-WRR-USAIDCIA-P01-RD-POST-001-12,WRR-USAIDCIA-P01-RD-POST-001,CTA
Rather stay free?,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-REF-CTA-001-01,WRR-USAIDCIA-P01-REF-CTA-001,BODY
Send one careful reader down the rabbit hole.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-REF-CTA-001-02,WRR-USAIDCIA-P01-REF-CTA-001,BODY
"If this document trail is useful, share it with someone who reads past the headline.",,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-REF-CTA-002-01,WRR-USAIDCIA-P01-REF-CTA-002,BODY
Invite another careful reader to follow the documents with you.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-REF-CTA-003-01,WRR-USAIDCIA-P01-REF-CTA-003,BODY
Support the document work behind this investigation.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-PAID-CTA-001-01,WRR-USAIDCIA-P01-PAID-CTA-001,BODY
Help keep the deeper source trail open.,,NONFACTUAL_FRAMING,,,,NO,No factual proposition detected.,RHETORICAL_NONFACTUAL,AST-WRR-USAIDCIA-P01-PAID-CTA-002-01,WRR-USAIDCIA-P01-PAID-CTA-002,BODY
